SCLK,LMST,LTST,BOOM1_HORIZONTAL_WIND_SPEED,BOOM1_HORIZONTAL_WIND_SPEED_UNCERTAINTY,BOOM1_VERTICAL_WIND_SPEED,BOOM1_VERTICAL_WIND_SPEED_UNCERTAINTY,BOOM1_WIND_DIRECTION,BOOM1_WIND_DIRECTION_UNCERTAINTY,BOOM2_HORIZONTAL_WIND_SPEED,BOOM2_HORIZONTAL_WIND_SPEED_UNCERTAINTY,BOOM2_VERTICAL_WIND_SPEED,BOOM2_VERTICAL_WIND_SPEED_UNCERTAINTY,BOOM2_WIND_DIRECTION,BOOM2_WIND_DIRECTION_UNCERTAINTY,BOOM1_ALG_STATE_STABLE,BOOM2_ALG_STATE_STABLE,ROVER_STILL
675726001.5,00099M11:40:01.292,0099 11:36:39,5.83,,,,171.89,,3.18,,,,146.90,,1,1,1
675726002,00099M11:40:01.778,0099 11:36:39,5.08,,,,171.89,,2.64,,,,146.90,,1,1,1
675726002.5,00099M11:40:02.265,0099 11:36:40,5.49,,,,171.89,,1.42,,,,301.89,,1,1,1
675726003,00099M11:40:02.752,0099 11:36:40,5.23,,,,171.89,,1.70,,,,146.90,,1,1,1
675726003.5,00099M11:40:03.238,0099 11:36:41,5.03,,,,171.89,,1.70,,,,286.89,,1,1,1
675726004,00099M11:40:03.725,0099 11:36:41,3.77,,,,171.89,,1.30,,,,146.90,,1,1,1
675726004.5,00099M11:40:04.211,0099 11:36:42,4.86,,,,186.89,,2.01,,,,281.89,,1,1,1
675726005,00099M11:40:04.698,0099 11:36:42,4.40,,,,186.89,,0.37,,,,276.89,,1,1,1
675726005.5,00099M11:40:05.185,0099 11:36:43,4.98,,,,181.89,,1.80,,,,301.89,,1,1,1
675726006,00099M11:40:05.671,0099 11:36:43,5.21,,,,181.89,,1.22,,,,296.89,,1,1,1
675726006.5,00099M11:40:06.158,0099 11:36:44,6.32,,,,181.89,,0.21,,,,16.89,,1,1,1
675726007,00099M11:40:06.645,0099 11:36:44,6.56,,,,176.89,,0.00,,,,251.88,,1,1,1
675726007.5,00099M11:40:07.131,0099 11:36:45,6.67,,,,176.89,,0.36,,,,321.90,,1,1,1
675726008,00099M11:40:07.618,0099 11:36:45,6.39,,,,176.89,,0.74,,,,356.89,,1,1,1
675726008.5,00099M11:40:08.104,0099 11:36:46,6.19,,,,176.89,,0.40,,,,356.89,,1,1,1
675726009,00099M11:40:08.591,0099 11:36:46,6.12,,,,181.89,,0.68,,,,356.89,,1,1,1
675726009.5,00099M11:40:09.078,0099 11:36:47,5.66,,,,176.89,,0.40,,,,356.89,,1,1,1
675726010,00099M11:40:09.564,0099 11:36:47,6.45,,,,176.89,,0.27,,,,356.89,,1,1,1
675726010.5,00099M11:40:10.051,0099 11:36:48,6.49,,,,181.89,,1.96,,,,11.89,,1,1,1
675726011,00099M11:40:10.538,0099 11:36:48,6.34,,,,171.89,,0.88,,,,356.89,,1,1,1
675726011.5,00099M11:40:11.024,0099 11:36:49,5.38,,,,166.89,,1.17,,,,286.89,,1,1,1
675726012,00099M11:40:11.511,0099 11:36:49,5.76,,,,161.89,,2.10,,,,276.89,,1,1,1
675726012.5,00099M11:40:11.997,0099 11:36:50,5.15,,,,166.89,,2.37,,,,136.90,,1,1,1
675726013,00099M11:40:12.484,0099 11:36:50,5.26,,,,166.89,,1.41,,,,146.90,,1,1,1
675726013.5,00099M11:40:12.971,0099 11:36:51,5.75,,,,176.89,,1.56,,,,286.89,,1,1,1
675726014,00099M11:40:13.457,0099 11:36:51,5.54,,,,171.89,,0.34,,,,296.89,,1,1,1
675726014.5,00099M11:40:13.944,0099 11:36:52,5.90,,,,181.89,,1.26,,,,291.89,,1,1,1
675726015,00099M11:40:14.431,0099 11:36:52,5.72,,,,181.89,,0.07,,,,36.88,,1,1,1
675726015.5,00099M11:40:14.917,0099 11:36:53,5.20,,,,176.89,,1.32,,,,286.89,,1,1,1
675726016,00099M11:40:15.404,0099 11:36:53,5.55,,,,176.89,,0.53,,,,291.89,,1,1,1
675726016.5,00099M11:40:15.891,0099 11:36:53,5.93,,,,176.89,,0.62,,,,291.89,,1,1,1
675726017,00099M11:40:16.377,0099 11:36:54,6.15,,,,181.89,,1.11,,,,16.89,,1,1,1
675726017.5,00099M11:40:16.864,0099 11:36:54,6.71,,,,176.89,,1.20,,,,311.90,,1,1,1
675726018,00099M11:40:17.350,0099 11:36:55,5.85,,,,176.89,,1.58,,,,16.89,,1,1,1
675726018.5,00099M11:40:17.837,0099 11:36:55,6.32,,,,176.89,,1.46,,,,306.90,,1,1,1
675726019,00099M11:40:18.324,0099 11:36:56,6.41,,,,176.89,,0.58,,,,291.89,,1,1,1
675726019.5,00099M11:40:18.810,0099 11:36:56,6.28,,,,171.89,,0.44,,,,276.89,,1,1,1
675726020,00099M11:40:19.297,0099 11:36:57,5.68,,,,176.89,,0.61,,,,291.89,,1,1,1
675726020.5,00099M11:40:19.784,0099 11:36:57,5.85,,,,186.89,,0.85,,,,16.89,,1,1,1
675726021,00099M11:40:20.270,0099 11:36:58,5.58,,,,186.89,,0.07,,,,356.89,,1,1,1
675726021.5,00099M11:40:20.757,0099 11:36:58,5.11,,,,196.89,,1.89,,,,251.88,,1,1,1
675726022,00099M11:40:21.243,0099 11:36:59,5.47,,,,206.89,,3.91,,,,246.88,,1,1,1
675726022.5,00099M11:40:21.730,0099 11:36:59,5.20,,,,201.89,,2.92,,,,246.88,,1,1,1
675726023,00099M11:40:22.217,0099 11:37:00,5.44,,,,191.89,,1.98,,,,256.89,,1,1,1
675726023.5,00099M11:40:22.703,0099 11:37:00,6.25,,,,191.89,,1.69,,,,246.88,,1,1,1
675726024,00099M11:40:23.190,0099 11:37:01,5.90,,,,186.89,,2.06,,,,256.89,,1,1,1
675726024.5,00099M11:40:23.677,0099 11:37:01,6.56,,,,191.89,,1.91,,,,251.88,,1,1,1
675726025,00099M11:40:24.163,0099 11:37:02,7.05,,,,191.89,,2.21,,,,246.88,,1,1,1
675726025.5,00099M11:40:24.650,0099 11:37:02,6.25,,,,196.89,,3.30,,,,246.88,,1,1,1
675726026,00099M11:40:25.136,0099 11:37:03,5.91,,,,201.89,,3.50,,,,246.88,,1,1,1
675726026.5,00099M11:40:25.623,0099 11:37:03,6.65,,,,206.89,,4.57,,,,246.88,,1,1,1
675726027,00099M11:40:26.110,0099 11:37:04,5.81,,,,206.89,,4.63,,,,246.88,,1,1,1
675726027.5,00099M11:40:26.596,0099 11:37:04,6.69,,,,206.89,,4.60,,,,246.88,,1,1,1
675726028,00099M11:40:27.083,0099 11:37:05,6.38,,,,206.89,,4.65,,,,246.88,,1,1,1
675726028.5,00099M11:40:27.570,0099 11:37:05,6.82,,,,201.89,,4.62,,,,246.88,,1,1,1
675726029,00099M11:40:28.056,0099 11:37:06,6.45,,,,206.89,,4.48,,,,246.88,,1,1,1
675726029.5,00099M11:40:28.543,0099 11:37:06,6.76,,,,206.89,,3.07,,,,246.88,,1,1,1
675726030,00099M11:40:29.029,0099 11:37:07,6.97,,,,201.89,,3.18,,,,246.88,,1,1,1
675726030.5,00099M11:40:29.516,0099 11:37:07,7.01,,,,201.89,,4.99,,,,246.88,,1,1,1
675726031,00099M11:40:30.003,0099 11:37:08,6.97,,,,201.89,,4.38,,,,246.88,,1,1,1
675726031.5,00099M11:40:30.489,0099 11:37:08,6.64,,,,201.89,,4.40,,,,246.88,,1,1,1
675726032,00099M11:40:30.976,0099 11:37:09,6.22,,,,206.89,,4.45,,,,246.88,,1,1,1
675726032.5,00099M11:40:31.463,0099 11:37:09,5.88,,,,201.89,,4.44,,,,246.88,,1,1,1
675726033,00099M11:40:31.949,0099 11:37:10,5.62,,,,206.89,,4.12,,,,246.88,,1,1,1
675726033.5,00099M11:40:32.436,0099 11:37:10,5.82,,,,211.88,,4.45,,,,246.88,,1,1,1
675726034,00099M11:40:32.922,0099 11:37:11,5.30,,,,206.89,,4.45,,,,246.88,,1,1,1
675726034.5,00099M11:40:33.409,0099 11:37:11,5.44,,,,206.89,,4.39,,,,246.88,,1,1,1
675726035,00099M11:40:33.896,0099 11:37:12,5.18,,,,201.89,,3.01,,,,246.88,,1,1,1
675726035.5,00099M11:40:34.382,0099 11:37:12,4.99,,,,206.89,,4.07,,,,246.88,,1,1,1
675726036,00099M11:40:34.869,0099 11:37:12,5.39,,,,201.89,,3.87,,,,246.88,,1,1,1
675726036.5,00099M11:40:35.356,0099 11:37:13,5.59,,,,201.89,,3.22,,,,246.88,,1,1,1
675726037,00099M11:40:35.842,0099 11:37:13,5.08,,,,201.89,,3.04,,,,246.88,,1,1,1
675726037.5,00099M11:40:36.329,0099 11:37:14,5.16,,,,201.89,,2.98,,,,246.88,,1,1,1
675726038,00099M11:40:36.815,0099 11:37:14,5.11,,,,196.89,,2.39,,,,246.88,,1,1,1
675726038.5,00099M11:40:37.302,0099 11:37:15,4.40,,,,196.89,,1.87,,,,246.88,,1,1,1
675726039,00099M11:40:37.789,0099 11:37:15,4.20,,,,196.89,,1.83,,,,246.88,,1,1,1
675726039.5,00099M11:40:38.275,0099 11:37:16,5.79,,,,196.89,,2.00,,,,246.88,,1,1,1
675726040,00099M11:40:38.762,0099 11:37:16,5.57,,,,196.89,,3.05,,,,246.88,,1,1,1
675726040.5,00099M11:40:39.249,0099 11:37:17,5.02,,,,196.89,,2.61,,,,246.88,,1,1,1
675726041,00099M11:40:39.735,0099 11:37:17,5.21,,,,201.89,,2.47,,,,246.88,,1,1,1
675726041.5,00099M11:40:40.222,0099 11:37:18,5.32,,,,196.89,,2.02,,,,246.88,,1,1,1
675726042,00099M11:40:40.708,0099 11:37:18,6.76,,,,196.89,,2.70,,,,246.88,,1,1,1
675726042.5,00099M11:40:41.195,0099 11:37:19,7.06,,,,196.89,,2.73,,,,246.88,,1,1,1
675726043,00099M11:40:41.682,0099 11:37:19,6.31,,,,191.89,,2.10,,,,246.88,,1,1,1
675726043.5,00099M11:40:42.168,0099 11:37:20,5.57,,,,191.89,,0.06,,,,356.89,,1,1,1
675726044,00099M11:40:42.655,0099 11:37:20,5.18,,,,191.89,,1.38,,,,261.89,,1,1,1
675726044.5,00099M11:40:43.142,0099 11:37:21,5.07,,,,196.89,,1.12,,,,246.88,,1,1,1
675726045,00099M11:40:43.628,0099 11:37:21,5.65,,,,186.89,,0.07,,,,356.89,,1,1,1
675726045.5,00099M11:40:44.115,0099 11:37:22,5.98,,,,181.89,,0.40,,,,291.89,,1,1,1
675726046,00099M11:40:44.601,0099 11:37:22,5.28,,,,181.89,,0.40,,,,296.89,,1,1,1
675726046.5,00099M11:40:45.088,0099 11:37:23,4.76,,,,176.89,,1.48,,,,296.89,,1,1,1
675726047,00099M11:40:45.575,0099 11:37:23,5.46,,,,181.89,,0.00,,,,251.88,,1,1,1
675726047.5,00099M11:40:46.061,0099 11:37:24,5.75,,,,176.89,,0.11,,,,246.88,,1,1,1
675726048,00099M11:40:46.548,0099 11:37:24,5.15,,,,171.89,,1.39,,,,306.90,,1,1,1
675726048.5,00099M11:40:47.035,0099 11:37:25,5.16,,,,176.89,,0.35,,,,306.90,,1,1,1
675726049,00099M11:40:47.521,0099 11:37:25,5.23,,,,176.89,,1.19,,,,311.90,,1,1,1
675726049.5,00099M11:40:48.008,0099 11:37:26,5.06,,,,176.89,,0.98,,,,16.89,,1,1,1
675726050,00099M11:40:48.494,0099 11:37:26,4.51,,,,171.89,,1.44,,,,306.90,,1,1,1
675726050.5,00099M11:40:48.981,0099 11:37:27,4.30,,,,171.89,,0.50,,,,301.89,,1,1,1
675726051,00099M11:40:49.468,0099 11:37:27,4.23,,,,171.89,,1.37,,,,306.90,,1,1,1
675726051.5,00099M11:40:49.954,0099 11:37:28,3.97,,,,166.89,,0.56,,,,306.90,,1,1,1
675726052,00099M11:40:50.441,0099 11:37:28,3.91,,,,176.89,,1.04,,,,306.90,,1,1,1
675726052.5,00099M11:40:50.928,0099 11:37:29,3.79,,,,171.89,,0.98,,,,316.90,,1,1,1
675726053,00099M11:40:51.414,0099 11:37:29,3.47,,,,171.89,,0.55,,,,286.89,,1,1,1
675726053.5,00099M11:40:51.901,0099 11:37:30,3.35,,,,166.89,,1.31,,,,301.89,,1,1,1
675726054,00099M11:40:52.387,0099 11:37:30,3.54,,,,176.89,,1.09,,,,301.89,,1,1,1
675726054.5,00099M11:40:52.874,0099 11:37:30,3.55,,,,186.89,,1.38,,,,306.90,,1,1,1
675726055,00099M11:40:53.361,0099 11:37:31,3.76,,,,186.89,,1.38,,,,16.89,,1,1,1
675726055.5,00099M11:40:53.847,0099 11:37:31,3.43,,,,186.89,,0.73,,,,16.89,,1,1,1
675726056,00099M11:40:54.334,0099 11:37:32,3.31,,,,186.89,,0.60,,,,16.89,,1,1,1
675726056.5,00099M11:40:54.821,0099 11:37:32,3.33,,,,186.89,,0.49,,,,291.89,,1,1,1
675726057,00099M11:40:55.307,0099 11:37:33,3.50,,,,186.89,,0.13,,,,66.88,,1,1,1
675726057.5,00099M11:40:55.794,0099 11:37:33,3.96,,,,181.89,,1.68,,,,16.89,,1,1,1
675726058,00099M11:40:56.280,0099 11:37:34,3.87,,,,176.89,,0.20,,,,356.89,,1,1,1
675726058.5,00099M11:40:56.767,0099 11:37:34,3.57,,,,186.89,,0.88,,,,16.89,,1,1,1
675726059,00099M11:40:57.254,0099 11:37:35,4.07,,,,181.89,,0.43,,,,291.89,,1,1,1
675726059.5,00099M11:40:57.740,0099 11:37:35,3.91,,,,181.89,,0.07,,,,356.89,,1,1,1
675726060,00099M11:40:58.227,0099 11:37:36,4.05,,,,181.89,,1.51,,,,296.89,,1,1,1
675726060.5,00099M11:40:58.714,0099 11:37:36,3.63,,,,186.89,,0.43,,,,296.89,,1,1,1
675726061,00099M11:40:59.200,0099 11:37:37,3.36,,,,191.89,,0.13,,,,291.89,,1,1,1
675726061.5,00099M11:40:59.687,0099 11:37:37,3.59,,,,186.89,,0.47,,,,281.89,,1,1,1
675726062,00099M11:41:00.173,0099 11:37:38,3.95,,,,181.89,,1.02,,,,16.89,,1,1,1
675726062.5,00099M11:41:00.660,0099 11:37:38,3.77,,,,186.89,,0.34,,,,281.89,,1,1,1
675726063,00099M11:41:01.147,0099 11:37:39,4.12,,,,191.89,,1.72,,,,246.88,,1,1,1
675726063.5,00099M11:41:01.633,0099 11:37:39,4.47,,,,191.89,,2.34,,,,16.89,,1,1,1
675726064,00099M11:41:02.120,0099 11:37:40,4.47,,,,186.89,,1.44,,,,246.88,,1,1,1
675726064.5,00099M11:41:02.607,0099 11:37:40,4.64,,,,196.89,,0.07,,,,356.89,,1,1,1
675726065,00099M11:41:03.093,0099 11:37:41,4.32,,,,201.89,,1.60,,,,246.88,,1,1,1
675726065.5,00099M11:41:03.580,0099 11:37:41,4.06,,,,201.89,,2.10,,,,246.88,,1,1,1
675726066,00099M11:41:04.066,0099 11:37:42,5.05,,,,206.89,,2.73,,,,246.88,,1,1,1
675726066.5,00099M11:41:04.553,0099 11:37:42,5.72,,,,206.89,,4.68,,,,246.88,,1,1,1
675726067,00099M11:41:05.040,0099 11:37:43,6.09,,,,196.89,,2.03,,,,246.88,,1,1,1
675726067.5,00099M11:41:05.526,0099 11:37:43,5.31,,,,191.89,,2.46,,,,246.88,,1,1,1
675726068,00099M11:41:06.013,0099 11:37:44,5.07,,,,196.89,,1.71,,,,246.88,,1,1,1
675726068.5,00099M11:41:06.500,0099 11:37:44,5.18,,,,196.89,,1.51,,,,246.88,,1,1,1
675726069,00099M11:41:06.986,0099 11:37:45,4.58,,,,201.89,,2.62,,,,246.88,,1,1,1
675726069.5,00099M11:41:07.473,0099 11:37:45,4.65,,,,201.89,,3.01,,,,246.88,,1,1,1
675726070,00099M11:41:07.959,0099 11:37:46,5.03,,,,201.89,,2.68,,,,246.88,,1,1,1
675726070.5,00099M11:41:08.446,0099 11:37:46,4.57,,,,206.89,,3.20,,,,246.88,,1,1,1
675726071,00099M11:41:08.933,0099 11:37:47,4.92,,,,211.88,,4.52,,,,246.88,,1,1,1
675726071.5,00099M11:41:09.419,0099 11:37:47,4.85,,,,211.88,,4.33,,,,246.88,,1,1,1
675726072,00099M11:41:09.906,0099 11:37:48,4.44,,,,201.89,,3.33,,,,246.88,,1,1,1
675726072.5,00099M11:41:10.393,0099 11:37:48,4.56,,,,201.89,,3.13,,,,246.88,,1,1,1
675726073,00099M11:41:10.879,0099 11:37:48,4.43,,,,201.89,,3.38,,,,246.88,,1,1,1
675726073.5,00099M11:41:11.366,0099 11:37:49,4.49,,,,206.89,,3.06,,,,246.88,,1,1,1
675726074,00099M11:41:11.852,0099 11:37:49,4.29,,,,201.89,,2.86,,,,246.88,,1,1,1
675726074.5,00099M11:41:12.339,0099 11:37:50,3.97,,,,201.89,,2.67,,,,246.88,,1,1,1
675726075,00099M11:41:12.826,0099 11:37:50,3.85,,,,201.89,,2.41,,,,246.88,,1,1,1
675726075.5,00099M11:41:13.312,0099 11:37:51,3.52,,,,201.89,,2.02,,,,246.88,,1,1,1
675726076,00099M11:41:13.799,0099 11:37:51,3.46,,,,201.89,,2.80,,,,246.88,,1,1,1
675726076.5,00099M11:41:14.286,0099 11:37:52,3.26,,,,211.88,,2.87,,,,246.88,,1,1,1
675726077,00099M11:41:14.772,0099 11:37:52,3.21,,,,221.88,,3.41,,,,251.88,,1,1,1
675726077.5,00099M11:41:15.259,0099 11:37:53,3.03,,,,221.88,,3.36,,,,251.88,,1,1,1
675726078,00099M11:41:15.746,0099 11:37:53,2.46,,,,221.88,,3.12,,,,256.89,,1,1,1
675726078.5,00099M11:41:16.232,0099 11:37:54,2.20,,,,226.88,,2.46,,,,251.88,,1,1,1
675726079,00099M11:41:16.719,0099 11:37:54,2.46,,,,221.88,,2.79,,,,261.89,,1,1,1
675726079.5,00099M11:41:17.205,0099 11:37:55,2.91,,,,226.88,,2.98,,,,261.89,,1,1,1
675726080,00099M11:41:17.692,0099 11:37:55,2.77,,,,221.88,,3.10,,,,256.89,,1,1,1
675726080.5,00099M11:41:18.179,0099 11:37:56,2.97,,,,221.88,,3.11,,,,251.88,,1,1,1
675726081,00099M11:41:18.665,0099 11:37:56,3.01,,,,221.88,,3.18,,,,256.89,,1,1,1
675726081.5,00099M11:41:19.152,0099 11:37:57,3.05,,,,216.88,,2.98,,,,246.88,,1,1,1
675726082,00099M11:41:19.639,0099 11:37:57,2.84,,,,211.88,,2.44,,,,246.88,,1,1,1
675726082.5,00099M11:41:20.125,0099 11:37:58,2.63,,,,206.89,,2.30,,,,246.88,,1,1,1
675726083,00099M11:41:20.612,0099 11:37:58,2.51,,,,201.89,,1.91,,,,246.88,,1,1,1
675726083.5,00099M11:41:21.098,0099 11:37:59,2.12,,,,206.89,,1.72,,,,261.89,,1,1,1
675726084,00099M11:41:21.585,0099 11:37:59,2.05,,,,206.89,,1.85,,,,246.88,,1,1,1
675726084.5,00099M11:41:22.072,0099 11:38:00,2.05,,,,211.88,,1.83,,,,246.88,,1,1,1
675726085,00099M11:41:22.558,0099 11:38:00,1.86,,,,216.88,,1.50,,,,256.89,,1,1,1
675726085.5,00099M11:41:23.045,0099 11:38:01,2.27,,,,206.89,,1.87,,,,246.88,,1,1,1
675726086,00099M11:41:23.532,0099 11:38:01,1.54,,,,216.88,,2.01,,,,261.89,,1,1,1
675726086.5,00099M11:41:24.018,0099 11:38:02,1.94,,,,211.88,,1.78,,,,256.89,,1,1,1
675726087,00099M11:41:24.505,0099 11:38:02,2.13,,,,206.89,,1.80,,,,246.88,,1,1,1
675726087.5,00099M11:41:24.991,0099 11:38:03,2.06,,,,196.89,,1.71,,,,246.88,,1,1,1
675726088,00099M11:41:25.478,0099 11:38:03,1.73,,,,176.89,,0.53,,,,146.90,,1,1,1
675726088.5,00099M11:41:25.965,0099 11:38:04,1.32,,,,171.89,,1.07,,,,266.89,,1,1,1
675726089,00099M11:41:26.451,0099 11:38:04,1.08,,,,171.89,,1.22,,,,146.90,,1,1,1
675726089.5,00099M11:41:26.938,0099 11:38:05,1.18,,,,166.89,,0.71,,,,96.89,,1,1,1
675726090,00099M11:41:27.425,0099 11:38:05,1.30,,,,206.89,,1.28,,,,276.89,,1,1,1
675726090.5,00099M11:41:27.911,0099 11:38:06,1.79,,,,186.89,,0.76,,,,16.89,,1,1,1
675726091,00099M11:41:28.398,0099 11:38:06,1.52,,,,186.89,,0.76,,,,356.89,,1,1,1
675726091.5,00099M11:41:28.884,0099 11:38:07,1.17,,,,196.89,,0.53,,,,96.89,,1,1,1
675726092,00099M11:41:29.371,0099 11:38:07,1.50,,,,186.89,,0.55,,,,281.89,,1,1,1
675726092.5,00099M11:41:29.858,0099 11:38:07,1.73,,,,181.89,,0.37,,,,286.89,,1,1,1
675726093,00099M11:41:30.344,0099 11:38:08,1.73,,,,181.89,,0.42,,,,291.89,,1,1,1
675726093.5,00099M11:41:30.831,0099 11:38:08,1.52,,,,176.89,,0.44,,,,111.89,,1,1,1
675726094,00099M11:41:31.318,0099 11:38:09,1.80,,,,181.89,,0.53,,,,96.89,,1,1,1
675726094.5,00099M11:41:31.804,0099 11:38:09,1.94,,,,176.89,,0.65,,,,281.89,,1,1,1
675726095,00099M11:41:32.291,0099 11:38:10,1.25,,,,176.89,,0.65,,,,276.89,,1,1,1
675726095.5,00099M11:41:32.777,0099 11:38:10,1.53,,,,181.89,,0.91,,,,146.90,,1,1,1
675726096,00099M11:41:33.264,0099 11:38:11,1.25,,,,181.89,,0.49,,,,101.89,,1,1,1
675726096.5,00099M11:41:33.751,0099 11:38:11,1.32,,,,181.89,,0.90,,,,146.90,,1,1,1
675726097,00099M11:41:34.237,0099 11:38:12,0.65,,,,186.89,,0.53,,,,96.89,,1,1,1
675726097.5,00099M11:41:34.724,0099 11:38:12,0.97,,,,181.89,,1.11,,,,271.89,,1,1,1
675726098,00099M11:41:35.211,0099 11:38:13,0.79,,,,196.89,,0.28,,,,96.89,,1,1,1
675726098.5,00099M11:41:35.697,0099 11:38:13,1.16,,,,191.89,,0.63,,,,146.90,,1,1,1
675726099,00099M11:41:36.184,0099 11:38:14,1.81,,,,181.89,,0.90,,,,146.90,,1,1,1
675726099.5,00099M11:41:36.670,0099 11:38:14,1.61,,,,171.89,,0.90,,,,146.90,,1,1,1
675726107,00099M11:41:43.970,0099 11:38:22,3.59,,,,206.89,,2.00,,,,246.88,,1,1,1
675726107.5,00099M11:41:44.456,0099 11:38:22,3.66,,,,206.89,,1.93,,,,246.88,,1,1,1
675726108,00099M11:41:44.943,0099 11:38:23,3.66,,,,206.89,,3.19,,,,246.88,,1,1,1
675726108.5,00099M11:41:45.430,0099 11:38:23,3.54,,,,206.89,,2.34,,,,246.88,,1,1,1
675726109,00099M11:41:45.916,0099 11:38:24,3.34,,,,201.89,,2.14,,,,246.88,,1,1,1
675726109.5,00099M11:41:46.403,0099 11:38:24,3.01,,,,211.88,,2.67,,,,246.88,,1,1,1
675726110,00099M11:41:46.890,0099 11:38:25,3.08,,,,206.89,,2.41,,,,246.88,,1,1,1
675726110.5,00099M11:41:47.376,0099 11:38:25,3.09,,,,206.89,,1.73,,,,251.88,,1,1,1
675726111,00099M11:41:47.863,0099 11:38:25,3.52,,,,196.89,,1.15,,,,261.89,,1,1,1
675726111.5,00099M11:41:48.349,0099 11:38:26,3.26,,,,201.89,,1.36,,,,246.88,,1,1,1
675726112,00099M11:41:48.836,0099 11:38:26,3.21,,,,196.89,,1.53,,,,286.89,,1,1,1
675726112.5,00099M11:41:49.323,0099 11:38:27,3.89,,,,191.89,,0.56,,,,16.89,,1,1,1
675726113,00099M11:41:49.809,0099 11:38:27,3.31,,,,186.89,,0.32,,,,246.88,,1,1,1
675726113.5,00099M11:41:50.296,0099 11:38:28,3.56,,,,181.89,,0.77,,,,16.89,,1,1,1
675726114,00099M11:41:50.783,0099 11:38:28,3.48,,,,176.89,,1.35,,,,301.89,,1,1,1
675726114.5,00099M11:41:51.269,0099 11:38:29,3.06,,,,156.90,,1.67,,,,146.90,,1,1,1
675726115,00099M11:41:51.756,0099 11:38:29,3.20,,,,146.90,,3.06,,,,146.90,,1,1,1
675726115.5,00099M11:41:52.242,0099 11:38:30,3.06,,,,156.90,,3.27,,,,146.90,,1,1,1
675726116,00099M11:41:52.729,0099 11:38:30,2.44,,,,151.90,,3.00,,,,146.90,,1,1,1
675726116.5,00099M11:41:53.216,0099 11:38:31,2.13,,,,171.89,,2.09,,,,146.90,,1,1,1
675726117,00099M11:41:53.702,0099 11:38:31,2.36,,,,161.89,,2.16,,,,146.90,,1,1,1
675726117.5,00099M11:41:54.189,0099 11:38:32,1.46,,,,171.89,,1.88,,,,146.90,,1,1,1
675726118,00099M11:41:54.676,0099 11:38:32,2.66,,,,156.90,,2.03,,,,146.90,,1,1,1
675726118.5,00099M11:41:55.162,0099 11:38:33,1.75,,,,141.90,,1.94,,,,126.90,,1,1,1
675726119,00099M11:41:55.649,0099 11:38:33,1.48,,,,141.90,,2.04,,,,146.90,,1,1,1
675726119.5,00099M11:41:56.135,0099 11:38:34,1.76,,,,141.90,,2.04,,,,121.89,,1,1,1
675726120,00099M11:41:56.622,0099 11:38:34,1.41,,,,141.90,,1.34,,,,146.90,,1,1,1
675726120.5,00099M11:41:57.109,0099 11:38:35,1.27,,,,141.90,,0.47,,,,101.89,,1,1,1
675726121,00099M11:41:57.595,0099 11:38:35,1.06,,,,171.89,,0.80,,,,286.89,,1,1,1
675726121.5,00099M11:41:58.082,0099 11:38:36,1.55,,,,191.89,,1.15,,,,286.89,,1,1,1
675726122,00099M11:41:58.569,0099 11:38:36,1.61,,,,206.89,,1.54,,,,286.89,,1,1,1
675726122.5,00099M11:41:59.055,0099 11:38:37,1.47,,,,201.89,,1.68,,,,256.89,,1,1,1
675726123,00099M11:41:59.542,0099 11:38:37,1.54,,,,206.89,,1.54,,,,261.89,,1,1,1
675726123.5,00099M11:42:00.028,0099 11:38:38,1.33,,,,236.88,,1.95,,,,266.89,,1,1,1
675726124,00099M11:42:00.515,0099 11:38:38,0.63,,,,316.90,,2.17,,,,286.89,,1,1,1
675726124.5,00099M11:42:01.002,0099 11:38:39,1.12,,,,186.89,,1.43,,,,271.89,,1,1,1
675726125,00099M11:42:01.488,0099 11:38:39,1.40,,,,196.89,,1.15,,,,256.89,,1,1,1
675726125.5,00099M11:42:01.975,0099 11:38:40,2.53,,,,191.89,,0.63,,,,291.89,,1,1,1
675726126,00099M11:42:02.462,0099 11:38:40,2.60,,,,206.89,,2.13,,,,271.89,,1,1,1
675726126.5,00099M11:42:02.948,0099 11:38:41,2.58,,,,201.89,,2.02,,,,246.88,,1,1,1
675726127,00099M11:42:03.435,0099 11:38:41,2.96,,,,191.89,,1.43,,,,256.89,,1,1,1
675726127.5,00099M11:42:03.921,0099 11:38:42,3.30,,,,196.89,,1.26,,,,261.89,,1,1,1
675726128,00099M11:42:04.408,0099 11:38:42,3.75,,,,211.88,,2.57,,,,246.88,,1,1,1
675726128.5,00099M11:42:04.895,0099 11:38:43,3.81,,,,211.88,,3.05,,,,246.88,,1,1,1
675726129,00099M11:42:05.381,0099 11:38:43,3.61,,,,211.88,,3.81,,,,246.88,,1,1,1
675726129.5,00099M11:42:05.868,0099 11:38:43,3.37,,,,211.88,,3.57,,,,246.88,,1,1,1
675726130,00099M11:42:06.355,0099 11:38:44,3.38,,,,211.88,,3.04,,,,246.88,,1,1,1
675726130.5,00099M11:42:06.841,0099 11:38:44,3.10,,,,206.89,,3.17,,,,246.88,,1,1,1
675726131,00099M11:42:07.328,0099 11:38:45,2.93,,,,201.89,,2.11,,,,246.88,,1,1,1
675726131.5,00099M11:42:07.814,0099 11:38:45,2.91,,,,201.89,,2.37,,,,246.88,,1,1,1
