SCLK,LMST,LTST,SOLAR_LONGITUDE_ANGLE,SOLAR_ZENITHAL_ANGLE,ROVER_POSITION_X,ROVER_POSITION_Y,ROVER_POSITION_Z,ROVER_VELOCITY,ROVER_PITCH,ROVER_YAW,ROVER_ROLL,MASTHEAD_AZIMUTH,MASTHEAD_ELEVATION
668366610.5,00016M14:04:19.505,0016 13:31:55,117.03,25.86,36.63,-25.75,-0.18,124.21,3.02,73.88,-1.18,,
668366611,00016M14:04:19.992,0016 13:31:56,117.03,25.86,36.63,-25.76,-0.18,124.21,3.00,73.88,-1.17,,
668366611.5,00016M14:04:20.478,0016 13:31:56,117.03,25.86,36.64,-25.78,-0.18,124.21,2.98,73.88,-1.17,,
668366612,00016M14:04:20.965,0016 13:31:57,117.03,25.86,36.64,-25.79,-0.17,124.21,2.96,73.89,-1.16,,
668366612.5,00016M14:04:21.452,0016 13:31:57,117.02,25.87,36.65,-25.81,-0.17,124.21,2.94,73.89,-1.15,,
668366613,00016M14:04:21.938,0016 13:31:58,117.02,25.87,36.65,-25.83,-0.17,124.21,2.91,73.90,-1.14,,
668366613.5,00016M14:04:22.425,0016 13:31:58,117.02,25.87,36.65,-25.84,-0.17,124.21,2.89,73.90,-1.14,,
668366614,00016M14:04:22.911,0016 13:31:59,117.02,25.87,36.66,-25.86,-0.17,124.21,2.87,73.91,-1.13,,
668366614.5,00016M14:04:23.398,0016 13:31:59,117.02,25.87,36.66,-25.88,-0.17,124.21,2.85,73.91,-1.12,,
668366615,00016M14:04:23.885,0016 13:32:00,117.01,25.88,36.67,-25.89,-0.17,124.21,2.83,73.92,-1.11,,
668366615.5,00016M14:04:24.371,0016 13:32:00,117.01,25.88,36.67,-25.91,-0.17,124.21,2.81,73.92,-1.11,,
668366616,00016M14:04:24.858,0016 13:32:01,117.01,25.88,36.68,-25.93,-0.17,124.21,2.79,73.93,-1.10,,
668366616.5,00016M14:04:25.345,0016 13:32:01,117.01,25.88,36.68,-25.94,-0.17,124.21,2.77,73.93,-1.09,,
668366617,00016M14:04:25.831,0016 13:32:02,117.00,25.88,36.69,-25.96,-0.17,124.21,2.75,73.93,-1.08,,
668366617.5,00016M14:04:26.318,0016 13:32:02,117.00,25.88,36.69,-25.98,-0.17,124.21,2.73,73.94,-1.08,,
668366618,00016M14:04:26.804,0016 13:32:03,117.00,25.89,36.70,-25.99,-0.17,124.21,2.71,73.94,-1.07,,
668366618.5,00016M14:04:27.291,0016 13:32:03,117.00,25.89,36.70,-26.01,-0.17,124.21,2.69,73.95,-1.06,,
668366619,00016M14:04:27.778,0016 13:32:04,116.99,25.89,36.71,-26.03,-0.17,124.21,2.67,73.95,-1.05,,
668366619.5,00016M14:04:28.264,0016 13:32:04,116.99,25.89,36.71,-26.04,-0.17,124.21,2.65,73.96,-1.05,,
668366620,00016M14:04:28.751,0016 13:32:05,116.99,25.89,36.72,-26.06,-0.17,124.21,2.63,73.96,-1.04,,
668366620.5,00016M14:04:29.238,0016 13:32:05,116.99,25.89,36.72,-26.08,-0.17,124.21,2.61,73.97,-1.03,,
668366621,00016M14:04:29.724,0016 13:32:06,116.98,25.90,36.73,-26.09,-0.17,124.21,2.59,73.97,-1.02,,
668366621.5,00016M14:04:30.211,0016 13:32:06,116.98,25.90,36.73,-26.11,-0.17,124.21,2.56,73.97,-1.02,,
668366622,00016M14:04:30.697,0016 13:32:07,116.98,25.90,36.74,-26.13,-0.17,124.21,2.54,73.98,-1.01,,
668366622.5,00016M14:04:31.184,0016 13:32:07,116.98,25.90,36.74,-26.14,-0.16,124.21,2.52,73.98,-1.00,,
668366623,00016M14:04:31.671,0016 13:32:08,116.97,25.90,36.75,-26.16,-0.16,124.21,2.50,73.99,-0.99,,
668366623.5,00016M14:04:32.157,0016 13:32:08,116.97,25.90,36.75,-26.18,-0.16,124.21,2.48,73.99,-0.99,,
668366624,00016M14:04:32.644,0016 13:32:09,116.97,25.91,36.75,-26.19,-0.16,124.21,2.46,74.00,-0.98,,
668366624.5,00016M14:04:33.131,0016 13:32:09,116.97,25.91,36.76,-26.21,-0.16,124.21,2.44,74.00,-0.97,,
668366625,00016M14:04:33.617,0016 13:32:10,116.96,25.91,36.76,-26.23,-0.16,124.21,2.42,74.01,-0.96,,
668366625.5,00016M14:04:34.104,0016 13:32:10,116.96,25.91,36.77,-26.24,-0.16,124.21,2.40,74.01,-0.96,,
668366626,00016M14:04:34.591,0016 13:32:11,116.96,25.91,36.77,-26.26,-0.16,124.21,2.38,74.01,-0.95,,
668366626.5,00016M14:04:35.077,0016 13:32:11,116.96,25.91,36.78,-26.28,-0.16,124.21,2.36,74.02,-0.94,,
668366627,00016M14:04:35.564,0016 13:32:11,116.95,25.92,36.78,-26.29,-0.16,124.21,2.34,74.02,-0.94,,
668366627.5,00016M14:04:36.050,0016 13:32:12,116.95,25.92,36.79,-26.31,-0.16,124.21,2.32,74.03,-0.93,,
668366628,00016M14:04:36.537,0016 13:32:12,116.95,25.92,36.79,-26.33,-0.16,124.21,2.30,74.03,-0.92,,
668366628.5,00016M14:04:37.024,0016 13:32:13,116.95,25.92,36.80,-26.34,-0.16,124.21,2.28,74.04,-0.91,,
668366629,00016M14:04:37.510,0016 13:32:13,116.94,25.92,36.80,-26.36,-0.16,124.21,2.26,74.04,-0.91,,
668366629.5,00016M14:04:37.997,0016 13:32:14,116.94,25.92,36.81,-26.37,-0.16,124.21,2.23,74.05,-0.90,,
668366630,00016M14:04:38.484,0016 13:32:14,116.94,25.93,36.81,-26.39,-0.16,124.21,2.21,74.05,-0.89,,
668366630.5,00016M14:04:38.970,0016 13:32:15,116.94,25.93,36.82,-26.41,-0.16,124.21,2.19,74.05,-0.88,,
668366631,00016M14:04:39.457,0016 13:32:15,116.93,25.93,36.82,-26.42,-0.16,124.21,2.17,74.06,-0.88,,
668366631.5,00016M14:04:39.943,0016 13:32:16,116.93,25.93,36.83,-26.44,-0.16,124.21,2.15,74.06,-0.87,,
668366632,00016M14:04:40.430,0016 13:32:16,116.93,25.93,36.83,-26.46,-0.16,124.21,2.13,74.07,-0.86,,
668366632.5,00016M14:04:40.917,0016 13:32:17,116.93,25.93,36.84,-26.47,-0.15,124.21,2.11,74.07,-0.85,,
668366633,00016M14:04:41.403,0016 13:32:17,116.92,25.94,36.84,-26.49,-0.15,124.21,2.09,74.08,-0.85,,
668366633.5,00016M14:04:41.890,0016 13:32:18,116.92,25.94,36.85,-26.51,-0.15,124.21,2.07,74.08,-0.84,,
668366634,00016M14:04:42.377,0016 13:32:18,116.92,25.94,36.85,-26.52,-0.15,124.21,2.05,74.09,-0.83,,
668366634.5,00016M14:04:42.863,0016 13:32:19,116.92,25.94,36.86,-26.54,-0.15,124.21,2.03,74.09,-0.82,,
668366635,00016M14:04:43.350,0016 13:32:19,116.91,25.94,36.86,-26.56,-0.15,124.21,2.01,74.09,-0.82,,
668366635.5,00016M14:04:43.836,0016 13:32:20,116.91,25.95,36.86,-26.57,-0.15,128.57,2.01,74.09,-0.81,,
668366636,00016M14:04:44.323,0016 13:32:20,116.91,25.95,36.87,-26.59,-0.15,128.57,2.01,74.09,-0.80,,
668366636.5,00016M14:04:44.810,0016 13:32:21,116.91,25.95,36.87,-26.61,-0.15,128.57,2.01,74.08,-0.80,,
668366637,00016M14:04:45.296,0016 13:32:21,116.91,25.95,36.88,-26.63,-0.15,128.57,2.01,74.08,-0.79,,
668366637.5,00016M14:04:45.783,0016 13:32:22,116.90,25.95,36.88,-26.64,-0.15,128.57,2.01,74.08,-0.78,,
668366638,00016M14:04:46.270,0016 13:32:22,116.90,25.95,36.89,-26.66,-0.15,128.57,2.01,74.07,-0.78,,
668366638.5,00016M14:04:46.756,0016 13:32:23,116.90,25.96,36.89,-26.68,-0.15,128.57,2.01,74.07,-0.77,,
668366639,00016M14:04:47.243,0016 13:32:23,116.90,25.96,36.90,-26.69,-0.15,128.57,2.01,74.07,-0.76,,
668366639.5,00016M14:04:47.729,0016 13:32:24,116.89,25.96,36.90,-26.71,-0.15,128.57,2.01,74.06,-0.76,,
668366640,00016M14:04:48.216,0016 13:32:24,116.89,25.96,36.91,-26.73,-0.15,128.57,2.01,74.06,-0.75,,
668366640.5,00016M14:04:48.703,0016 13:32:25,116.89,25.96,36.91,-26.75,-0.15,128.57,2.01,74.06,-0.75,,
668366641,00016M14:04:49.189,0016 13:32:25,116.89,25.96,36.92,-26.76,-0.15,128.57,2.01,74.05,-0.74,,
