SCLK,LMST,LTST,SOLAR_LONGITUDE_ANGLE,SOLAR_ZENITHAL_ANGLE,ROVER_POSITION_X,ROVER_POSITION_Y,ROVER_POSITION_Z,ROVER_VELOCITY,ROVER_PITCH,ROVER_YAW,ROVER_ROLL,MASTHEAD_AZIMUTH,MASTHEAD_ELEVATION
668366505.5,00016M14:02:37.314,0016 13:30:13,117.56,25.50,35.59,-22.33,-0.25,103.00,0.23,72.54,0.74,,
668366506,00016M14:02:37.800,0016 13:30:14,117.55,25.50,35.59,-22.34,-0.25,103.00,0.23,72.54,0.74,,
668366506.5,00016M14:02:38.287,0016 13:30:14,117.55,25.50,35.59,-22.36,-0.25,103.00,0.23,72.54,0.74,,
668366507,00016M14:02:38.774,0016 13:30:15,117.55,25.51,35.60,-22.37,-0.25,103.00,0.23,72.54,0.73,,
668366507.5,00016M14:02:39.260,0016 13:30:15,117.55,25.51,35.60,-22.38,-0.25,103.00,0.23,72.54,0.73,,
668366508,00016M14:02:39.747,0016 13:30:16,117.54,25.51,35.61,-22.40,-0.25,103.00,0.23,72.54,0.73,,
668366508.5,00016M14:02:40.233,0016 13:30:16,117.54,25.51,35.61,-22.41,-0.25,103.00,0.24,72.54,0.72,,
668366509,00016M14:02:40.720,0016 13:30:17,117.54,25.51,35.62,-22.42,-0.25,103.00,0.24,72.54,0.72,,
668366509.5,00016M14:02:41.207,0016 13:30:17,117.54,25.51,35.62,-22.44,-0.25,103.00,0.24,72.54,0.72,,
668366510,00016M14:02:41.693,0016 13:30:18,117.53,25.52,35.62,-22.45,-0.25,103.00,0.24,72.53,0.72,,
668366510.5,00016M14:02:42.180,0016 13:30:18,117.53,25.52,35.63,-22.47,-0.25,103.00,0.24,72.53,0.71,,
668366511,00016M14:02:42.667,0016 13:30:19,117.53,25.52,35.63,-22.48,-0.25,103.00,0.24,72.53,0.71,,
668366511.5,00016M14:02:43.153,0016 13:30:19,117.53,25.52,35.64,-22.49,-0.25,103.00,0.24,72.53,0.71,,
668366512,00016M14:02:43.640,0016 13:30:20,117.52,25.52,35.64,-22.51,-0.25,103.00,0.24,72.53,0.71,,
668366512.5,00016M14:02:44.126,0016 13:30:20,117.52,25.53,35.65,-22.52,-0.25,103.00,0.24,72.53,0.70,,
668366513,00016M14:02:44.613,0016 13:30:20,117.52,25.53,35.65,-22.53,-0.25,103.00,0.24,72.53,0.70,,
668366513.5,00016M14:02:45.100,0016 13:30:21,117.52,25.53,35.65,-22.55,-0.25,103.00,0.24,72.53,0.70,,
668366514,00016M14:02:45.586,0016 13:30:21,117.51,25.53,35.66,-22.56,-0.25,103.00,0.24,72.53,0.70,,
668366514.5,00016M14:02:46.073,0016 13:30:22,117.51,25.53,35.66,-22.57,-0.25,103.00,0.24,72.53,0.69,,
668366515,00016M14:02:46.560,0016 13:30:22,117.51,25.53,35.67,-22.59,-0.25,103.00,0.24,72.53,0.69,,
668366515.5,00016M14:02:47.046,0016 13:30:23,117.51,25.54,35.67,-22.60,-0.25,103.00,0.24,72.53,0.69,,
668366516,00016M14:02:47.533,0016 13:30:23,117.50,25.54,35.67,-22.62,-0.25,103.00,0.25,72.53,0.68,,
668366516.5,00016M14:02:48.019,0016 13:30:24,117.50,25.54,35.68,-22.63,-0.25,103.00,0.25,72.53,0.68,,
668366517,00016M14:02:48.506,0016 13:30:24,117.50,25.54,35.68,-22.64,-0.25,103.00,0.25,72.53,0.68,,
668366517.5,00016M14:02:48.993,0016 13:30:25,117.50,25.54,35.69,-22.66,-0.25,103.00,0.25,72.52,0.68,,
668366518,00016M14:02:49.479,0016 13:30:25,117.49,25.54,35.69,-22.67,-0.25,103.00,0.25,72.52,0.67,,
668366518.5,00016M14:02:49.966,0016 13:30:26,117.49,25.55,35.70,-22.68,-0.25,103.00,0.25,72.52,0.67,,
668366519,00016M14:02:50.453,0016 13:30:26,117.49,25.55,35.70,-22.70,-0.25,103.00,0.25,72.52,0.67,,
668366519.5,00016M14:02:50.939,0016 13:30:27,117.49,25.55,35.70,-22.71,-0.25,103.00,0.25,72.52,0.67,,
668366520,00016M14:02:51.426,0016 13:30:27,117.48,25.55,35.71,-22.73,-0.24,103.00,0.25,72.52,0.66,,
668366520.5,00016M14:02:51.912,0016 13:30:28,117.48,25.55,35.71,-22.74,-0.24,124.19,0.27,72.53,0.65,,
668366521,00016M14:02:52.399,0016 13:30:28,117.48,25.55,35.72,-22.76,-0.24,124.19,0.28,72.53,0.63,,
668366521.5,00016M14:02:52.886,0016 13:30:29,117.48,25.56,35.72,-22.77,-0.24,124.19,0.30,72.53,0.62,,
668366522,00016M14:02:53.372,0016 13:30:29,117.47,25.56,35.73,-22.79,-0.24,124.19,0.31,72.54,0.61,,
668366522.5,00016M14:02:53.859,0016 13:30:30,117.47,25.56,35.73,-22.81,-0.24,124.19,0.33,72.54,0.59,,
668366523,00016M14:02:54.346,0016 13:30:30,117.47,25.56,35.74,-22.82,-0.24,124.19,0.34,72.55,0.58,,
668366523.5,00016M14:02:54.832,0016 13:30:31,117.47,25.56,35.74,-22.84,-0.24,124.19,0.36,72.55,0.56,,
668366524,00016M14:02:55.319,0016 13:30:31,117.46,25.56,35.75,-22.86,-0.24,124.19,0.37,72.55,0.55,,
668366524.5,00016M14:02:55.805,0016 13:30:32,117.46,25.57,35.76,-22.87,-0.24,124.19,0.39,72.56,0.53,,
668366525,00016M14:02:56.292,0016 13:30:32,117.46,25.57,35.76,-22.89,-0.24,124.19,0.40,72.56,0.52,,
668366525.5,00016M14:02:56.779,0016 13:30:33,117.46,25.57,35.77,-22.91,-0.24,124.19,0.42,72.57,0.50,,
668366526,00016M14:02:57.265,0016 13:30:33,117.45,25.57,35.77,-22.92,-0.24,124.19,0.43,72.57,0.49,,
668366526.5,00016M14:02:57.752,0016 13:30:34,117.45,25.57,35.78,-22.94,-0.24,124.19,0.45,72.57,0.48,,
668366527,00016M14:02:58.239,0016 13:30:34,117.45,25.57,35.78,-22.96,-0.24,124.19,0.47,72.58,0.46,,
668366527.5,00016M14:02:58.725,0016 13:30:35,117.45,25.58,35.79,-22.97,-0.24,124.19,0.48,72.58,0.45,,
668366528,00016M14:02:59.212,0016 13:30:35,117.44,25.58,35.79,-22.99,-0.24,124.19,0.50,72.58,0.43,,
668366528.5,00016M14:02:59.698,0016 13:30:36,117.44,25.58,35.80,-23.00,-0.24,124.19,0.51,72.59,0.42,,
668366529,00016M14:03:00.185,0016 13:30:36,117.44,25.58,35.80,-23.02,-0.24,124.19,0.53,72.59,0.40,,
668366529.5,00016M14:03:00.672,0016 13:30:37,117.44,25.58,35.81,-23.04,-0.24,124.19,0.54,72.60,0.39,,
668366530,00016M14:03:01.158,0016 13:30:37,117.43,25.58,35.81,-23.05,-0.24,124.19,0.56,72.60,0.37,,
668366530.5,00016M14:03:01.645,0016 13:30:38,117.43,25.59,35.82,-23.07,-0.24,124.19,0.57,72.60,0.36,,
668366531,00016M14:03:02.132,0016 13:30:38,117.43,25.59,35.82,-23.09,-0.24,124.19,0.59,72.61,0.35,,
668366531.5,00016M14:03:02.618,0016 13:30:39,117.43,25.59,35.83,-23.10,-0.24,124.19,0.60,72.61,0.33,,
668366532,00016M14:03:03.105,0016 13:30:39,117.42,25.59,35.83,-23.12,-0.24,124.19,0.62,72.62,0.32,,
668366532.5,00016M14:03:03.591,0016 13:30:39,117.42,25.59,35.84,-23.14,-0.24,124.19,0.63,72.62,0.30,,
668366533,00016M14:03:04.078,0016 13:30:40,117.42,25.59,35.84,-23.15,-0.24,124.19,0.65,72.62,0.29,,
668366533.5,00016M14:03:04.565,0016 13:30:40,117.42,25.60,35.85,-23.17,-0.24,124.19,0.67,72.63,0.27,,
668366534,00016M14:03:05.051,0016 13:30:41,117.41,25.60,35.85,-23.19,-0.24,124.19,0.68,72.63,0.26,,
668366534.5,00016M14:03:05.538,0016 13:30:41,117.41,25.60,35.86,-23.20,-0.24,124.19,0.70,72.64,0.25,,
668366535,00016M14:03:06.025,0016 13:30:42,117.41,25.60,35.86,-23.22,-0.24,124.19,0.71,72.64,0.23,,
668366535.5,00016M14:03:06.511,0016 13:30:42,117.41,25.60,35.87,-23.24,-0.24,124.19,0.73,72.64,0.22,,
668366536,00016M14:03:06.998,0016 13:30:43,117.40,25.61,35.87,-23.25,-0.24,124.19,0.74,72.65,0.20,,
668366536.5,00016M14:03:07.484,0016 13:30:43,117.40,25.61,35.88,-23.27,-0.24,124.19,0.76,72.65,0.19,,
668366537,00016M14:03:07.971,0016 13:30:44,117.40,25.61,35.88,-23.28,-0.24,124.19,0.77,72.66,0.17,,
668366537.5,00016M14:03:08.458,0016 13:30:44,117.40,25.61,35.89,-23.30,-0.24,124.19,0.79,72.66,0.16,,
668366538,00016M14:03:08.944,0016 13:30:45,117.39,25.61,35.89,-23.32,-0.24,124.19,0.80,72.66,0.14,,
668366538.5,00016M14:03:09.431,0016 13:30:45,117.39,25.61,35.90,-23.33,-0.24,124.19,0.82,72.67,0.13,,
668366539,00016M14:03:09.918,0016 13:30:46,117.39,25.62,35.90,-23.35,-0.24,124.19,0.83,72.67,0.12,,
668366539.5,00016M14:03:10.404,0016 13:30:46,117.39,25.62,35.91,-23.37,-0.24,124.19,0.85,72.67,0.10,,
668366540,00016M14:03:10.891,0016 13:30:47,117.38,25.62,35.91,-23.38,-0.24,124.19,0.86,72.68,0.09,,
668366540.5,00016M14:03:11.377,0016 13:30:47,117.38,25.62,35.92,-23.40,-0.24,124.19,0.88,72.68,0.07,,
668366541,00016M14:03:11.864,0016 13:30:48,117.38,25.62,35.92,-23.42,-0.24,124.19,0.90,72.69,0.06,,
668366541.5,00016M14:03:12.351,0016 13:30:48,117.38,25.62,35.93,-23.43,-0.24,124.19,0.91,72.69,0.04,,
668366542,00016M14:03:12.837,0016 13:30:49,117.37,25.63,35.94,-23.45,-0.24,124.19,0.93,72.69,0.03,,
668366542.5,00016M14:03:13.324,0016 13:30:49,117.37,25.63,35.94,-23.47,-0.24,124.19,0.94,72.70,0.02,,
668366543,00016M14:03:13.811,0016 13:30:50,117.37,25.63,35.95,-23.48,-0.24,124.19,0.96,72.70,0.00,,
668366543.5,00016M14:03:14.297,0016 13:30:50,117.37,25.63,35.95,-23.50,-0.24,124.19,0.97,72.70,-0.01,,
668366544,00016M14:03:14.784,0016 13:30:51,117.36,25.63,35.96,-23.52,-0.24,124.19,0.99,72.71,-0.03,,
668366544.5,00016M14:03:15.270,0016 13:30:51,117.36,25.63,35.96,-23.53,-0.24,124.19,1.00,72.71,-0.04,,
668366545,00016M14:03:15.757,0016 13:30:52,117.36,25.64,35.97,-23.55,-0.24,124.19,1.02,72.72,-0.06,,
668366545.5,00016M14:03:16.244,0016 13:30:52,117.36,25.64,35.97,-23.56,-0.24,124.19,1.03,72.72,-0.07,,
668366546,00016M14:03:16.730,0016 13:30:53,117.35,25.64,35.98,-23.58,-0.24,124.19,1.05,72.72,-0.09,,
668366546.5,00016M14:03:17.217,0016 13:30:53,117.35,25.64,35.98,-23.60,-0.24,124.19,1.06,72.73,-0.10,,
668366547,00016M14:03:17.704,0016 13:30:54,117.35,25.64,35.99,-23.61,-0.24,124.19,1.08,72.73,-0.11,,
668366547.5,00016M14:03:18.190,0016 13:30:54,117.35,25.64,35.99,-23.63,-0.24,124.19,1.10,72.74,-0.13,,
668366548,00016M14:03:18.677,0016 13:30:55,117.34,25.65,36.00,-23.65,-0.24,124.19,1.11,72.74,-0.14,,
668366548.5,00016M14:03:19.163,0016 13:30:55,117.34,25.65,36.00,-23.66,-0.24,124.19,1.13,72.74,-0.16,,
668366549,00016M14:03:19.650,0016 13:30:56,117.34,25.65,36.01,-23.68,-0.24,124.19,1.14,72.75,-0.17,,
668366549.5,00016M14:03:20.137,0016 13:30:56,117.34,25.65,36.01,-23.70,-0.24,124.27,1.17,72.76,-0.19,,
668366550,00016M14:03:20.623,0016 13:30:57,117.33,25.65,36.02,-23.71,-0.24,124.27,1.19,72.77,-0.20,,
668366550.5,00016M14:03:21.110,0016 13:30:57,117.33,25.65,36.02,-23.73,-0.24,124.27,1.21,72.78,-0.22,,
668366551,00016M14:03:21.597,0016 13:30:57,117.33,25.66,36.03,-23.75,-0.24,124.27,1.24,72.79,-0.23,,
668366551.5,00016M14:03:22.083,0016 13:30:58,117.33,25.66,36.03,-23.76,-0.24,124.27,1.26,72.80,-0.25,,
668366552,00016M14:03:22.570,0016 13:30:58,117.32,25.66,36.04,-23.78,-0.24,124.27,1.29,72.81,-0.26,,
668366552.5,00016M14:03:23.056,0016 13:30:59,117.32,25.66,36.04,-23.80,-0.24,124.27,1.31,72.82,-0.28,,
668366553,00016M14:03:23.543,0016 13:30:59,117.32,25.66,36.05,-23.81,-0.24,124.27,1.34,72.83,-0.30,,
668366553.5,00016M14:03:24.030,0016 13:31:00,117.32,25.66,36.05,-23.83,-0.24,124.27,1.36,72.84,-0.31,,
668366554,00016M14:03:24.516,0016 13:31:00,117.31,25.67,36.06,-23.84,-0.23,124.27,1.39,72.85,-0.33,,
668366554.5,00016M14:03:25.003,0016 13:31:01,117.31,25.67,36.06,-23.86,-0.23,124.27,1.41,72.86,-0.34,,
668366555,00016M14:03:25.490,0016 13:31:01,117.31,25.67,36.07,-23.88,-0.23,124.27,1.44,72.87,-0.36,,
668366555.5,00016M14:03:25.976,0016 13:31:02,117.31,25.67,36.07,-23.89,-0.23,124.27,1.46,72.88,-0.37,,
668366556,00016M14:03:26.463,0016 13:31:02,117.30,25.67,36.08,-23.91,-0.23,124.27,1.48,72.89,-0.39,,
668366556.5,00016M14:03:26.949,0016 13:31:03,117.30,25.68,36.08,-23.93,-0.23,124.27,1.51,72.91,-0.40,,
668366557,00016M14:03:27.436,0016 13:31:03,117.30,25.68,36.09,-23.94,-0.23,124.27,1.53,72.92,-0.42,,
668366557.5,00016M14:03:27.923,0016 13:31:04,117.30,25.68,36.09,-23.96,-0.23,124.27,1.56,72.93,-0.43,,
668366558,00016M14:03:28.409,0016 13:31:04,117.29,25.68,36.10,-23.98,-0.23,124.27,1.58,72.94,-0.45,,
668366558.5,00016M14:03:28.896,0016 13:31:05,117.29,25.68,36.10,-23.99,-0.23,124.27,1.61,72.95,-0.46,,
668366559,00016M14:03:29.383,0016 13:31:05,117.29,25.68,36.11,-24.01,-0.23,124.27,1.63,72.96,-0.48,,
668366559.5,00016M14:03:29.869,0016 13:31:06,117.29,25.69,36.11,-24.03,-0.23,124.27,1.66,72.97,-0.50,,
668366560,00016M14:03:30.356,0016 13:31:06,117.28,25.69,36.12,-24.04,-0.23,124.27,1.68,72.98,-0.51,,
668366560.5,00016M14:03:30.842,0016 13:31:07,117.28,25.69,36.12,-24.06,-0.23,124.27,1.71,72.99,-0.53,,
668366561,00016M14:03:31.329,0016 13:31:07,117.28,25.69,36.13,-24.08,-0.23,124.27,1.73,73.00,-0.54,,
668366561.5,00016M14:03:31.816,0016 13:31:08,117.28,25.69,36.13,-24.09,-0.23,124.27,1.75,73.01,-0.56,,
668366562,00016M14:03:32.302,0016 13:31:08,117.27,25.69,36.14,-24.11,-0.23,124.27,1.78,73.02,-0.57,,
668366562.5,00016M14:03:32.789,0016 13:31:09,117.27,25.70,36.14,-24.13,-0.23,124.27,1.80,73.03,-0.59,,
668366563,00016M14:03:33.276,0016 13:31:09,117.27,25.70,36.15,-24.14,-0.23,124.27,1.83,73.04,-0.60,,
668366563.5,00016M14:03:33.762,0016 13:31:10,117.27,25.70,36.15,-24.16,-0.23,124.27,1.85,73.05,-0.62,,
668366564,00016M14:03:34.249,0016 13:31:10,117.26,25.70,36.16,-24.18,-0.23,124.27,1.88,73.06,-0.63,,
668366564.5,00016M14:03:34.736,0016 13:31:11,117.26,25.70,36.16,-24.19,-0.23,124.27,1.90,73.07,-0.65,,
668366565,00016M14:03:35.222,0016 13:31:11,117.26,25.70,36.17,-24.21,-0.23,124.27,1.93,73.08,-0.66,,
668366565.5,00016M14:03:35.709,0016 13:31:12,117.26,25.71,36.17,-24.22,-0.23,124.27,1.95,73.09,-0.68,,
668366566,00016M14:03:36.195,0016 13:31:12,117.25,25.71,36.18,-24.24,-0.23,124.27,1.98,73.10,-0.69,,
668366566.5,00016M14:03:36.682,0016 13:31:13,117.25,25.71,36.18,-24.26,-0.23,124.27,2.00,73.11,-0.71,,
668366567,00016M14:03:37.169,0016 13:31:13,117.25,25.71,36.19,-24.27,-0.23,124.27,2.02,73.12,-0.73,,
668366567.5,00016M14:03:37.655,0016 13:31:14,117.25,25.71,36.19,-24.29,-0.23,124.27,2.05,73.14,-0.74,,
668366568,00016M14:03:38.142,0016 13:31:14,117.24,25.71,36.20,-24.31,-0.23,124.27,2.07,73.15,-0.76,,
668366568.5,00016M14:03:38.629,0016 13:31:15,117.24,25.72,36.20,-24.32,-0.23,124.27,2.10,73.16,-0.77,,
668366569,00016M14:03:39.115,0016 13:31:15,117.24,25.72,36.21,-24.34,-0.22,124.27,2.12,73.17,-0.79,,
668366569.5,00016M14:03:39.602,0016 13:31:16,117.24,25.72,36.21,-24.36,-0.22,124.27,2.15,73.18,-0.80,,
668366570,00016M14:03:40.088,0016 13:31:16,117.23,25.72,36.22,-24.37,-0.22,124.27,2.17,73.19,-0.82,,
668366570.5,00016M14:03:40.575,0016 13:31:16,117.23,25.72,36.22,-24.39,-0.22,124.27,2.20,73.20,-0.83,,
668366571,00016M14:03:41.062,0016 13:31:17,117.23,25.72,36.23,-24.41,-0.22,124.27,2.22,73.21,-0.85,,
668366571.5,00016M14:03:41.548,0016 13:31:17,117.23,25.73,36.23,-24.42,-0.22,124.27,2.25,73.22,-0.86,,
668366572,00016M14:03:42.035,0016 13:31:18,117.22,25.73,36.24,-24.44,-0.22,124.27,2.27,73.23,-0.88,,
668366572.5,00016M14:03:42.522,0016 13:31:18,117.22,25.73,36.24,-24.46,-0.22,124.27,2.29,73.24,-0.89,,
668366573,00016M14:03:43.008,0016 13:31:19,117.22,25.73,36.25,-24.47,-0.22,124.27,2.32,73.25,-0.91,,
668366573.5,00016M14:03:43.495,0016 13:31:19,117.22,25.73,36.25,-24.49,-0.22,124.27,2.34,73.26,-0.92,,
668366574,00016M14:03:43.981,0016 13:31:20,117.21,25.73,36.26,-24.51,-0.22,124.27,2.37,73.27,-0.94,,
668366574.5,00016M14:03:44.468,0016 13:31:20,117.21,25.74,36.26,-24.52,-0.22,124.27,2.39,73.28,-0.95,,
668366575,00016M14:03:44.955,0016 13:31:21,117.21,25.74,36.27,-24.54,-0.22,124.27,2.42,73.29,-0.97,,
668366575.5,00016M14:03:45.441,0016 13:31:21,117.21,25.74,36.27,-24.55,-0.22,124.27,2.44,73.30,-0.98,,
668366576,00016M14:03:45.928,0016 13:31:22,117.20,25.74,36.28,-24.57,-0.22,124.27,2.47,73.31,-1.00,,
668366576.5,00016M14:03:46.415,0016 13:31:22,117.20,25.74,36.28,-24.59,-0.22,124.27,2.49,73.32,-1.01,,
668366577,00016M14:03:46.901,0016 13:31:23,117.20,25.75,36.29,-24.60,-0.22,124.27,2.52,73.33,-1.03,,
668366577.5,00016M14:03:47.388,0016 13:31:23,117.20,25.75,36.29,-24.62,-0.22,124.27,2.54,73.34,-1.05,,
668366578,00016M14:03:47.874,0016 13:31:24,117.19,25.75,36.30,-24.64,-0.22,124.27,2.57,73.35,-1.06,,
668366578.5,00016M14:03:48.361,0016 13:31:24,117.19,25.75,36.31,-24.65,-0.22,128.65,2.58,73.36,-1.06,,
668366579,00016M14:03:48.848,0016 13:31:25,117.19,25.75,36.31,-24.67,-0.22,128.65,2.59,73.37,-1.07,,
668366579.5,00016M14:03:49.334,0016 13:31:25,117.19,25.75,36.32,-24.69,-0.22,128.65,2.60,73.38,-1.07,,
668366580,00016M14:03:49.821,0016 13:31:26,117.18,25.76,36.32,-24.71,-0.22,128.65,2.61,73.39,-1.07,,
668366580.5,00016M14:03:50.308,0016 13:31:26,117.18,25.76,36.33,-24.72,-0.22,128.65,2.62,73.39,-1.08,,
668366581,00016M14:03:50.794,0016 13:31:27,117.18,25.76,36.33,-24.74,-0.21,128.65,2.63,73.40,-1.08,,
668366581.5,00016M14:03:51.281,0016 13:31:27,117.18,25.76,36.34,-24.76,-0.21,128.65,2.65,73.41,-1.08,,
668366582,00016M14:03:51.767,0016 13:31:28,117.18,25.76,36.34,-24.77,-0.21,128.65,2.66,73.42,-1.09,,
668366582.5,00016M14:03:52.254,0016 13:31:28,117.17,25.76,36.35,-24.79,-0.21,128.65,2.67,73.43,-1.09,,
668366583,00016M14:03:52.741,0016 13:31:29,117.17,25.77,36.35,-24.81,-0.21,128.65,2.68,73.44,-1.09,,
668366583.5,00016M14:03:53.227,0016 13:31:29,117.17,25.77,36.36,-24.83,-0.21,128.65,2.69,73.45,-1.10,,
668366584,00016M14:03:53.714,0016 13:31:30,117.17,25.77,36.36,-24.84,-0.21,128.65,2.70,73.46,-1.10,,
668366584.5,00016M14:03:54.201,0016 13:31:30,117.16,25.77,36.37,-24.86,-0.21,128.65,2.71,73.46,-1.10,,
668366585,00016M14:03:54.687,0016 13:31:31,117.16,25.77,36.37,-24.88,-0.21,128.65,2.72,73.47,-1.11,,
668366585.5,00016M14:03:55.174,0016 13:31:31,117.16,25.77,36.38,-24.89,-0.21,128.65,2.74,73.48,-1.11,,
668366586,00016M14:03:55.660,0016 13:31:32,117.16,25.78,36.38,-24.91,-0.21,128.65,2.75,73.49,-1.11,,
668366586.5,00016M14:03:56.147,0016 13:31:32,117.15,25.78,36.39,-24.93,-0.21,128.65,2.76,73.50,-1.12,,
668366587,00016M14:03:56.634,0016 13:31:33,117.15,25.78,36.39,-24.95,-0.21,128.65,2.77,73.51,-1.12,,
668366587.5,00016M14:03:57.120,0016 13:31:33,117.15,25.78,36.40,-24.96,-0.21,128.65,2.78,73.52,-1.12,,
668366588,00016M14:03:57.607,0016 13:31:34,117.15,25.78,36.40,-24.98,-0.21,128.65,2.79,73.52,-1.13,,
668366588.5,00016M14:03:58.094,0016 13:31:34,117.14,25.78,36.41,-25.00,-0.20,128.65,2.80,73.53,-1.13,,
668366589,00016M14:03:58.580,0016 13:31:34,117.14,25.79,36.41,-25.01,-0.20,128.65,2.82,73.54,-1.14,,
668366589.5,00016M14:03:59.067,0016 13:31:35,117.14,25.79,36.42,-25.03,-0.20,128.65,2.83,73.55,-1.14,,
668366590,00016M14:03:59.553,0016 13:31:35,117.14,25.79,36.42,-25.05,-0.20,128.65,2.84,73.56,-1.14,,
668366590.5,00016M14:04:00.040,0016 13:31:36,117.13,25.79,36.43,-25.07,-0.20,128.65,2.85,73.57,-1.15,,
668366591,00016M14:04:00.527,0016 13:31:36,117.13,25.79,36.43,-25.08,-0.20,128.65,2.86,73.58,-1.15,,
668366591.5,00016M14:04:01.013,0016 13:31:37,117.13,25.79,36.44,-25.10,-0.20,128.65,2.87,73.58,-1.15,,
668366592,00016M14:04:01.500,0016 13:31:37,117.13,25.80,36.44,-25.12,-0.20,128.65,2.88,73.59,-1.16,,
668366592.5,00016M14:04:01.987,0016 13:31:38,117.12,25.80,36.45,-25.13,-0.20,128.65,2.90,73.60,-1.16,,
668366593,00016M14:04:02.473,0016 13:31:38,117.12,25.80,36.45,-25.15,-0.20,128.65,2.91,73.61,-1.16,,
668366593.5,00016M14:04:02.960,0016 13:31:39,117.12,25.80,36.46,-25.17,-0.20,128.65,2.92,73.62,-1.17,,
668366594,00016M14:04:03.446,0016 13:31:39,117.12,25.80,36.46,-25.19,-0.20,128.65,2.93,73.63,-1.17,,
668366594.5,00016M14:04:03.933,0016 13:31:40,117.11,25.80,36.47,-25.20,-0.20,128.65,2.94,73.64,-1.17,,
668366595,00016M14:04:04.420,0016 13:31:40,117.11,25.81,36.47,-25.22,-0.20,128.65,2.95,73.65,-1.18,,
668366595.5,00016M14:04:04.906,0016 13:31:41,117.11,25.81,36.48,-25.24,-0.20,128.65,2.96,73.65,-1.18,,
668366596,00016M14:04:05.393,0016 13:31:41,117.11,25.81,36.48,-25.25,-0.19,128.65,2.98,73.66,-1.18,,
668366596.5,00016M14:04:05.880,0016 13:31:42,117.10,25.81,36.49,-25.27,-0.19,128.65,2.99,73.67,-1.19,,
668366597,00016M14:04:06.366,0016 13:31:42,117.10,25.81,36.49,-25.29,-0.19,128.65,3.00,73.68,-1.19,,
668366597.5,00016M14:04:06.853,0016 13:31:43,117.10,25.82,36.50,-25.30,-0.19,128.65,3.01,73.69,-1.19,,
668366598,00016M14:04:07.339,0016 13:31:43,117.10,25.82,36.50,-25.32,-0.19,128.65,3.02,73.70,-1.20,,
668366598.5,00016M14:04:07.826,0016 13:31:44,117.09,25.82,36.51,-25.34,-0.19,128.65,3.03,73.71,-1.20,,
668366599,00016M14:04:08.313,0016 13:31:44,117.09,25.82,36.51,-25.36,-0.19,128.65,3.04,73.71,-1.20,,
668366599.5,00016M14:04:08.799,0016 13:31:45,117.09,25.82,36.52,-25.37,-0.19,128.65,3.05,73.72,-1.21,,
668366600,00016M14:04:09.286,0016 13:31:45,117.09,25.82,36.52,-25.39,-0.19,128.65,3.07,73.73,-1.21,,
668366600.5,00016M14:04:09.773,0016 13:31:46,117.08,25.83,36.53,-25.41,-0.19,128.65,3.08,73.74,-1.21,,
668366601,00016M14:04:10.259,0016 13:31:46,117.08,25.83,36.53,-25.42,-0.19,128.65,3.09,73.75,-1.22,,
668366601.5,00016M14:04:10.746,0016 13:31:47,117.08,25.83,36.54,-25.44,-0.19,128.65,3.10,73.76,-1.22,,
668366602,00016M14:04:11.232,0016 13:31:47,117.08,25.83,36.54,-25.46,-0.19,128.65,3.11,73.77,-1.22,,
668366602.5,00016M14:04:11.719,0016 13:31:48,117.07,25.83,36.55,-25.48,-0.19,128.65,3.12,73.77,-1.23,,
668366603,00016M14:04:12.206,0016 13:31:48,117.07,25.83,36.55,-25.49,-0.19,128.65,3.13,73.78,-1.23,,
668366603.5,00016M14:04:12.692,0016 13:31:49,117.07,25.84,36.56,-25.51,-0.18,128.65,3.15,73.79,-1.23,,
668366604,00016M14:04:13.179,0016 13:31:49,117.07,25.84,36.56,-25.53,-0.18,128.65,3.16,73.80,-1.24,,
668366604.5,00016M14:04:13.666,0016 13:31:50,117.06,25.84,36.57,-25.54,-0.18,128.65,3.17,73.81,-1.24,,
668366605,00016M14:04:14.152,0016 13:31:50,117.06,25.84,36.57,-25.56,-0.18,128.65,3.18,73.82,-1.24,,
668366605.5,00016M14:04:14.639,0016 13:31:51,117.06,25.84,36.58,-25.58,-0.18,128.65,3.19,73.83,-1.25,,
668366606,00016M14:04:15.125,0016 13:31:51,117.06,25.84,36.58,-25.60,-0.18,128.65,3.20,73.83,-1.25,,
668366606.5,00016M14:04:15.612,0016 13:31:52,117.05,25.85,36.59,-25.61,-0.18,124.21,3.18,73.84,-1.24,,
668366607,00016M14:04:16.099,0016 13:31:52,117.05,25.85,36.59,-25.63,-0.18,124.21,3.16,73.84,-1.23,,
668366607.5,00016M14:04:16.585,0016 13:31:52,117.05,25.85,36.60,-25.65,-0.18,124.21,3.14,73.85,-1.23,,
668366608,00016M14:04:17.072,0016 13:31:53,117.05,25.85,36.60,-25.66,-0.18,124.21,3.12,73.85,-1.22,,
668366608.5,00016M14:04:17.559,0016 13:31:53,117.04,25.85,36.61,-25.68,-0.18,124.21,3.10,73.86,-1.21,,
668366609,00016M14:04:18.045,0016 13:31:54,117.04,25.85,36.61,-25.70,-0.18,124.21,3.08,73.86,-1.20,,
668366609.5,00016M14:04:18.532,0016 13:31:54,117.04,25.86,36.62,-25.71,-0.18,124.21,3.06,73.87,-1.20,,
668366610,00016M14:04:19.018,0016 13:31:55,117.04,25.86,36.62,-25.73,-0.18,124.21,3.04,73.87,-1.19,,
